Date,Open,High,Low,Close,Adj Close,Volume
2020-07-14,4.240000,4.330000,4.240000,4.320000,4.261840,38867000
2020-07-15,4.390000,4.400000,4.280000,4.330000,4.271705,29809700
2020-07-16,4.270000,4.290000,4.230000,4.240000,4.182917,21948700
2020-07-17,4.360000,4.470000,4.340000,4.390000,4.330897,50071100
2020-07-20,4.400000,4.480000,4.400000,4.450000,4.390089,30552900
2020-07-21,4.510000,4.520000,4.430000,4.430000,4.370359,26432000
2020-07-22,4.470000,4.550000,4.450000,4.500000,4.439416,23368000
2020-07-23,4.480000,4.490000,4.300000,4.370000,4.311167,35977300
2020-07-24,4.340000,4.360000,4.290000,4.300000,4.242109,22774400
2020-07-27,4.330000,4.370000,4.320000,4.340000,4.281571,21065900
2020-07-28,4.310000,4.330000,4.260000,4.280000,4.222379,19863400
2020-07-29,4.310000,4.360000,4.300000,4.340000,4.281571,15453400
2020-07-30,4.220000,4.530000,4.160000,4.450000,4.390089,58415900
2020-07-31,4.860000,4.950000,4.640000,4.780000,4.715647,117875600
2020-08-03,4.960000,5.130000,4.940000,5.060000,4.991877,62489200
2020-08-04,5.040000,5.140000,5.010000,5.100000,5.031339,42735100
2020-08-05,5.070000,5.100000,4.990000,5.000000,4.932685,36259200
2020-08-06,4.970000,5.010000,4.950000,5.000000,4.932685,30262600
2020-08-07,4.950000,4.990000,4.930000,4.980000,4.912954,21405300
2020-08-10,4.960000,4.970000,4.880000,4.910000,4.843897,21177600
2020-08-11,4.950000,5.050000,4.920000,4.960000,4.893224,40259300
2020-08-12,5.060000,5.080000,5.010000,5.050000,4.982012,21654000
2020-08-13,5.030000,5.080000,5.000000,5.060000,4.991877,21989500
2020-08-14,5.010000,5.020000,4.970000,5.000000,4.932685,18991900
2020-08-17,5.040000,5.090000,5.010000,5.070000,5.001743,24050200
2020-08-18,5.130000,5.140000,5.030000,5.090000,5.021474,18338100
2020-08-19,5.100000,5.110000,5.010000,5.040000,4.972147,20351200
2020-08-20,4.990000,5.060000,4.990000,5.050000,4.982012,15366400
2020-08-21,4.940000,5.000000,4.940000,4.970000,4.903089,15015100
2020-08-24,5.060000,5.060000,5.000000,5.030000,4.962282,12604400
2020-08-25,5.060000,5.080000,5.000000,5.040000,4.972147,13587400
2020-08-26,5.050000,5.070000,5.020000,5.050000,4.982012,19752400
2020-08-27,5.020000,5.050000,4.960000,5.010000,4.942551,25348600
2020-08-28,4.990000,5.020000,4.930000,4.970000,4.903089,20820200
2020-08-31,4.940000,4.940000,4.860000,4.900000,4.834031,22437800
2020-09-01,4.850000,4.850000,4.680000,4.730000,4.666320,49143200
2020-09-02,4.750000,4.820000,4.700000,4.780000,4.715647,31895600
2020-09-03,4.710000,4.710000,4.470000,4.530000,4.469013,63168200
2020-09-04,4.520000,4.540000,4.360000,4.480000,4.419686,45584000
2020-09-08,4.200000,4.250000,4.100000,4.100000,4.044802,67144100
2020-09-09,4.190000,4.220000,4.130000,4.140000,4.084263,47162700
2020-09-10,4.190000,4.200000,4.080000,4.100000,4.044802,35018300
2020-09-11,4.130000,4.150000,4.060000,4.100000,4.044802,27316100
2020-09-14,4.140000,4.150000,4.070000,4.090000,4.034936,21318000
2020-09-15,4.200000,4.200000,4.130000,4.160000,4.103993,24076200
2020-09-16,4.180000,4.180000,4.110000,4.130000,4.074399,30873400
2020-09-17,4.080000,4.150000,4.070000,4.140000,4.084263,28414600
2020-09-18,4.100000,4.140000,4.040000,4.090000,4.034936,20339400
2020-09-21,3.950000,3.970000,3.880000,3.960000,3.906687,29189500
2020-09-22,3.960000,3.990000,3.900000,3.980000,3.926418,15175300
2020-09-23,3.970000,3.980000,3.870000,3.880000,3.827764,19322600
2020-09-24,3.850000,3.880000,3.810000,3.840000,3.788302,19266900
2020-09-25,3.780000,3.790000,3.720000,3.780000,3.729110,32637600
2020-09-28,3.850000,3.940000,3.830000,3.900000,3.847495,28025500
2020-09-29,3.960000,4.040000,3.930000,3.950000,3.896821,25047400
2020-09-30,3.950000,3.980000,3.900000,3.910000,3.857360,24780800
2020-10-01,3.910000,3.920000,3.840000,3.870000,3.817898,17028000
2020-10-02,3.800000,3.860000,3.800000,3.820000,3.768571,19307700
2020-10-05,3.950000,3.960000,3.880000,3.930000,3.877090,15811400
2020-10-06,3.980000,4.000000,3.870000,3.910000,3.857360,23824300
2020-10-07,3.900000,3.920000,3.860000,3.900000,3.847495,15216500
2020-10-08,3.900000,3.980000,3.890000,3.950000,3.896821,19386200
2020-10-09,4.070000,4.130000,4.020000,4.030000,3.975744,35552900
2020-10-12,4.050000,4.060000,4.010000,4.030000,3.975744,18341200
2020-10-13,4.070000,4.080000,4.010000,4.040000,3.985610,19771400
2020-10-14,4.050000,4.100000,4.030000,4.080000,4.025071,20957600
2020-10-15,3.990000,4.040000,3.980000,4.040000,3.985610,15456600
2020-10-16,4.040000,4.070000,4.020000,4.030000,3.975744,13355000
2020-10-19,4.130000,4.230000,4.120000,4.180000,4.123725,36642500
2020-10-20,4.280000,4.280000,4.170000,4.200000,4.143456,39536900
2020-10-21,4.270000,4.340000,4.220000,4.280000,4.222379,43146600
2020-10-22,4.300000,4.300000,4.190000,4.270000,4.212513,33773200
2020-10-23,4.250000,4.310000,4.220000,4.300000,4.242109,15898800
2020-10-26,4.300000,4.310000,4.180000,4.230000,4.173051,34590500
2020-10-27,4.210000,4.280000,4.210000,4.240000,4.182917,24062200
2020-10-28,4.050000,4.090000,4.000000,4.050000,3.995475,47238600
2020-10-29,3.440000,3.450000,3.210000,3.350000,3.304899,149133000
2020-10-30,3.380000,3.390000,3.320000,3.370000,3.324630,65867800
2020-11-02,3.380000,3.380000,3.230000,3.270000,3.225976,41682300
2020-11-03,3.310000,3.470000,3.300000,3.390000,3.344361,52419300
2020-11-04,3.410000,3.470000,3.360000,3.400000,3.354226,38149500
2020-11-05,3.510000,3.610000,3.500000,3.540000,3.492341,43167600
2020-11-06,3.510000,3.550000,3.460000,3.520000,3.472610,29258000
2020-11-09,3.780000,3.790000,3.620000,3.650000,3.600860,49820900
2020-11-10,3.740000,3.760000,3.670000,3.670000,3.620591,37387900
2020-11-11,3.680000,3.780000,3.660000,3.750000,3.699514,40456000
2020-11-12,3.750000,3.820000,3.720000,3.750000,3.699514,46774600
2020-11-13,3.740000,3.860000,3.740000,3.810000,3.758706,46253800
2020-11-16,3.870000,3.930000,3.840000,3.900000,3.847495,37591800
2020-11-17,3.870000,3.950000,3.850000,3.930000,3.877090,27364100
2020-11-18,3.940000,3.980000,3.930000,3.940000,3.886956,28103600
2020-11-19,3.860000,3.910000,3.840000,3.890000,3.837629,30776700
2020-11-20,3.900000,3.970000,3.890000,3.950000,3.896821,29367100
2020-11-23,3.930000,3.980000,3.920000,3.970000,3.916552,32393600
2020-11-24,4.030000,4.120000,4.010000,4.070000,4.015206,25386800
2020-11-25,4.090000,4.140000,4.080000,4.130000,4.074399,16995800
2020-11-27,4.120000,4.140000,4.110000,4.130000,4.074399,8288300
2020-11-30,4.080000,4.110000,4.020000,4.030000,3.975744,20845200
2020-12-01,4.060000,4.090000,4.050000,4.060000,4.005340,20161200
2020-12-02,3.990000,4.060000,3.970000,4.060000,4.005340,23692300
2020-12-03,4.030000,4.060000,4.010000,4.020000,3.965879,18883600
2020-12-04,4.020000,4.030000,3.990000,4.030000,3.975744,19651500
2020-12-07,4.040000,4.100000,4.030000,4.060000,4.005340,21546500
2020-12-08,4.100000,4.230000,4.100000,4.220000,4.163186,35820000
2020-12-09,4.240000,4.280000,4.180000,4.190000,4.133590,31808800
2020-12-10,4.130000,4.220000,4.120000,4.200000,4.143456,27951000
2020-12-11,4.070000,4.100000,4.000000,4.060000,4.005340,34215600
2020-12-14,4.050000,4.070000,3.980000,4.000000,3.946148,21093200
2020-12-15,4.060000,4.120000,4.030000,4.100000,4.044802,18725600
2020-12-16,4.010000,4.030000,3.980000,3.990000,3.936283,19877700
2020-12-17,4.090000,4.090000,4.020000,4.060000,4.005340,26082200
2020-12-18,4.040000,4.060000,3.980000,4.000000,3.946148,20259700
2020-12-21,3.870000,3.920000,3.830000,3.900000,3.847495,26116600
2020-12-22,3.870000,3.900000,3.840000,3.880000,3.827764,25157100
2020-12-23,3.850000,3.920000,3.850000,3.880000,3.827764,27033500
2020-12-24,3.900000,3.920000,3.890000,3.890000,3.837629,7298800
2020-12-28,3.900000,3.940000,3.890000,3.900000,3.847495,18694700
2020-12-29,3.950000,3.980000,3.930000,3.930000,3.877090,19875400
2020-12-30,3.940000,3.960000,3.880000,3.890000,3.837629,17464600
2020-12-31,3.880000,3.930000,3.870000,3.910000,3.857360,17088900
2021-01-04,3.990000,3.990000,3.850000,3.890000,3.837629,30281400
2021-01-05,3.990000,4.060000,3.950000,4.040000,3.985610,38446200
2021-01-06,4.010000,4.090000,4.010000,4.040000,3.985610,37467400
2021-01-07,4.010000,4.030000,3.970000,3.990000,3.936283,25318000
2021-01-08,3.940000,3.960000,3.900000,3.930000,3.877090,23978700
2021-01-11,3.840000,3.940000,3.830000,3.870000,3.817898,37045200
2021-01-12,3.940000,4.020000,3.930000,4.010000,3.956014,26065000
2021-01-13,3.910000,3.980000,3.910000,3.980000,3.926418,33763400
2021-01-14,4.120000,4.250000,4.070000,4.090000,4.034936,93198600
2021-01-15,4.090000,4.140000,4.040000,4.080000,4.025071,36639300
2021-01-19,4.070000,4.190000,4.030000,4.130000,4.074399,40539400
2021-01-20,4.150000,4.230000,4.150000,4.200000,4.143456,43924100
2021-01-21,4.180000,4.230000,4.160000,4.220000,4.163186,22026300
2021-01-22,4.190000,4.220000,4.140000,4.200000,4.143456,29126700
2021-01-25,4.540000,4.920000,4.530000,4.850000,4.784704,296379300
2021-01-26,5.080000,5.270000,4.610000,4.730000,4.666320,379387300
2021-01-27,4.990000,9.790000,4.870000,6.550000,6.461818,1123003300
2021-01-28,5.180000,5.530000,4.590000,4.690000,4.626859,675220900
2021-01-29,5.130000,5.220000,4.530000,4.560000,4.498609,362323300
2021-02-01,4.970000,4.990000,4.660000,4.890000,4.824166,194969200
2021-02-02,4.740000,4.760000,4.400000,4.530000,4.469013,165679700
2021-02-03,4.630000,4.760000,4.520000,4.700000,4.636724,95964300
2021-02-04,4.490000,4.560000,4.300000,4.370000,4.311167,151036400
2021-02-05,4.330000,4.330000,4.200000,4.220000,4.163186,107577200
2021-02-08,4.280000,4.350000,4.210000,4.260000,4.202648,79270400
2021-02-09,4.260000,4.270000,4.170000,4.190000,4.133590,83593900
2021-02-10,4.210000,4.220000,4.100000,4.170000,4.113859,79240200
2021-02-11,4.160000,4.170000,4.070000,4.100000,4.044802,63166100
2021-02-12,4.110000,4.220000,4.070000,4.170000,4.113859,50557400
2021-02-16,4.170000,4.200000,4.100000,4.130000,4.074399,42745500
2021-02-17,4.100000,4.120000,4.050000,4.110000,4.054667,50251800
2021-02-18,4.070000,4.140000,4.050000,4.120000,4.064532,43669200
2021-02-19,4.130000,4.140000,4.060000,4.070000,4.015206,28413700
2021-02-22,4.020000,4.040000,3.960000,3.960000,3.906687,56342100
2021-02-23,3.930000,3.970000,3.830000,3.950000,3.896821,68365800
2021-02-24,3.940000,4.120000,3.910000,4.040000,3.985610,77998700
2021-02-25,4.250000,4.340000,4.010000,4.050000,3.995475,121260400
2021-02-26,4.010000,4.040000,3.910000,3.920000,3.867225,69186700
2021-03-01,3.990000,4.100000,3.980000,4.040000,3.985610,40902400
2021-03-02,4.030000,4.070000,4.000000,4.040000,3.985610,29041800
2021-03-03,4.000000,4.020000,3.950000,3.980000,3.926418,41330300
2021-03-04,3.960000,4.000000,3.750000,3.820000,3.768571,77661700
2021-03-05,3.870000,3.900000,3.770000,3.880000,3.827764,60969100
2021-03-08,3.860000,3.970000,3.830000,3.870000,3.817898,44731700
2021-03-09,3.960000,4.010000,3.950000,3.960000,3.906687,28745800
2021-03-10,4.040000,4.050000,3.920000,3.960000,3.906687,48054800
2021-03-11,4.080000,4.140000,4.050000,4.100000,4.044802,47804000
2021-03-12,4.090000,4.220000,4.080000,4.220000,4.163186,42936700
2021-03-15,4.290000,4.390000,4.260000,4.300000,4.242109,59527500
2021-03-16,4.320000,4.350000,4.190000,4.240000,4.182917,37064700
2021-03-17,4.190000,4.300000,4.160000,4.280000,4.222379,24682500
2021-03-18,4.040000,4.130000,3.910000,3.910000,3.857360,83759200
2021-03-19,3.940000,4.090000,3.930000,4.020000,3.965879,47529100
2021-03-22,4.070000,4.110000,4.040000,4.060000,4.005340,31188900
2021-03-23,4.060000,4.080000,3.980000,3.980000,3.926418,33771300
2021-03-24,3.980000,4.000000,3.920000,3.920000,3.867225,35003500
2021-03-25,3.920000,4.000000,3.900000,3.970000,3.916552,37997300
2021-03-26,4.020000,4.090000,3.970000,4.060000,4.005340,34522200
2021-03-29,4.040000,4.080000,4.000000,4.020000,3.965879,26233600
2021-03-30,3.990000,4.000000,3.910000,3.990000,3.936283,29751400
2021-03-31,3.970000,4.000000,3.960000,3.960000,3.906687,18639300
2021-04-01,4.000000,4.040000,3.970000,4.000000,3.946148,24315900
2021-04-05,4.010000,4.050000,4.000000,4.050000,3.995475,21294300
2021-04-06,4.020000,4.040000,3.990000,4.000000,3.946148,24788100
2021-04-07,4.030000,4.050000,4.000000,4.050000,3.995475,30073100
2021-04-08,4.080000,4.100000,4.020000,4.060000,4.005340,20646800
2021-04-09,4.080000,4.150000,4.070000,4.130000,4.074399,45389600
2021-04-12,4.110000,4.130000,4.070000,4.070000,4.015206,20166000
2021-04-13,4.080000,4.150000,4.060000,4.130000,4.074399,23394700
2021-04-14,4.130000,4.170000,4.110000,4.130000,4.074399,28670000
2021-04-15,4.120000,4.170000,4.100000,4.130000,4.074399,26112500
2021-04-16,4.150000,4.190000,4.130000,4.180000,4.123725,22913700
2021-04-19,4.170000,4.220000,4.150000,4.170000,4.113859,32936800
2021-04-20,4.130000,4.150000,4.110000,4.150000,4.094129,31939900
2021-04-21,4.140000,4.220000,4.130000,4.210000,4.153321,24943500
2021-04-22,4.200000,4.230000,4.160000,4.160000,4.103993,30173600
2021-04-23,4.160000,4.200000,4.120000,4.200000,4.143456,24054100
2021-04-26,4.210000,4.230000,4.170000,4.200000,4.143456,33928800
2021-04-27,4.200000,4.230000,4.170000,4.220000,4.163186,29219000
2021-04-28,4.260000,4.300000,4.190000,4.200000,4.143456,30467300
2021-04-29,4.860000,4.930000,4.550000,4.670000,4.607128,165782300
2021-04-30,4.760000,4.830000,4.630000,4.680000,4.616993,67006400
2021-05-03,4.760000,4.940000,4.720000,4.910000,4.843897,73060400
2021-05-04,4.800000,4.830000,4.610000,4.700000,4.636724,54431800
2021-05-05,4.790000,4.850000,4.760000,4.800000,4.735378,39932100
2021-05-06,4.800000,4.880000,4.790000,4.870000,4.804435,37305600
2021-05-07,5.020000,5.180000,4.980000,5.100000,5.031339,75594600
2021-05-10,5.140000,5.150000,4.960000,4.980000,4.912954,56138800
2021-05-11,4.850000,4.940000,4.820000,4.930000,4.863627,48344900
2021-05-12,4.850000,4.880000,4.690000,4.710000,4.646589,44321400
2021-05-13,4.760000,4.790000,4.660000,4.750000,4.686051,34768600
2021-05-14,4.840000,4.900000,4.790000,4.900000,4.834031,24306400
2021-05-17,4.880000,4.930000,4.860000,4.910000,4.843897,21961100
2021-05-18,4.990000,5.070000,4.950000,4.980000,4.912954,43302500
2021-05-19,4.900000,4.970000,4.890000,4.940000,4.873493,27387100
2021-05-20,4.950000,5.150000,4.940000,5.150000,5.080666,49555700
2021-05-21,5.150000,5.160000,5.040000,5.050000,4.982012,38946200
2021-05-24,5.040000,5.090000,5.000000,5.020000,4.952416,20700400
2021-05-25,5.040000,5.050000,4.950000,5.000000,4.932685,26384100
2021-05-26,4.930000,5.030000,4.920000,4.950000,4.883358,46709100
2021-05-27,4.960000,5.100000,4.960000,5.070000,5.001743,52034900
2021-05-28,5.200000,5.290000,5.140000,5.160000,5.090531,68837800
2021-06-01,5.210000,5.250000,5.150000,5.190000,5.120127,29907300
2021-06-02,5.250000,5.550000,5.240000,5.450000,5.376626,122532600
2021-06-03,5.600000,5.690000,5.410000,5.480000,5.406223,100445400
2021-06-04,5.500000,5.570000,5.450000,5.480000,5.406223,31582700
2021-06-07,5.480000,5.630000,5.450000,5.610000,5.534473,46400100
2021-06-08,5.570000,5.690000,5.540000,5.580000,5.504877,48799900
2021-06-09,5.550000,5.610000,5.470000,5.490000,5.416088,45972000
2021-06-10,5.440000,5.490000,5.390000,5.440000,5.366762,26553200
2021-06-11,5.480000,5.500000,5.390000,5.430000,5.356896,20367500
2021-06-14,5.470000,5.480000,5.420000,5.450000,5.376626,18049500
2021-06-15,5.430000,5.440000,5.280000,5.290000,5.218781,28954100
2021-06-16,5.250000,5.270000,5.160000,5.220000,5.149723,27315300
2021-06-17,5.150000,5.250000,5.120000,5.160000,5.090531,21979300
2021-06-18,5.120000,5.160000,5.070000,5.100000,5.031339,32587600
2021-06-21,5.120000,5.140000,5.090000,5.100000,5.031339,17269200
2021-06-22,5.140000,5.140000,5.080000,5.110000,5.041204,20408100
2021-06-23,5.110000,5.140000,5.050000,5.050000,4.982012,19223900
2021-06-24,5.170000,5.180000,5.110000,5.140000,5.070800,22525900
2021-06-25,5.300000,5.650000,5.300000,5.450000,5.376626,80335300
2021-06-28,5.450000,5.500000,5.390000,5.400000,5.327300,32338100
2021-06-29,5.400000,5.420000,5.320000,5.360000,5.287839,24817500
2021-06-30,5.340000,5.350000,5.290000,5.320000,5.248377,22820600
2021-07-01,5.390000,5.410000,5.330000,5.370000,5.297704,20298900
2021-07-02,5.370000,5.400000,5.320000,5.390000,5.317435,16496300
2021-07-06,5.480000,5.480000,5.330000,5.420000,5.347031,22637400
2021-07-07,5.460000,5.480000,5.360000,5.390000,5.317435,23180500
2021-07-08,5.320000,5.420000,5.280000,5.410000,5.337165,27998400
2021-07-09,5.460000,5.510000,5.450000,5.470000,5.396358,17011000
2021-07-12,5.460000,5.470000,5.360000,5.370000,5.297704,17539900
2021-07-13,5.800000,6.000000,5.780000,5.880000,5.800838,112928500
2021-07-14,5.970000,6.000000,5.840000,5.840000,5.761376,53167000
2021-07-15,5.760000,5.810000,5.660000,5.750000,5.672588,35647500
2021-07-16,5.760000,5.790000,5.670000,5.680000,5.603530,24607200
2021-07-19,5.640000,5.650000,5.530000,5.600000,5.524608,36996800
2021-07-20,5.650000,5.830000,5.640000,5.810000,5.731780,33724300
2021-07-21,5.860000,5.960000,5.770000,5.800000,5.721915,31808000
2021-07-22,5.810000,5.820000,5.740000,5.750000,5.672588,19818600
2021-07-23,5.780000,5.810000,5.730000,5.750000,5.672588,16085400
2021-07-26,5.810000,5.890000,5.800000,5.840000,5.761376,21145800
2021-07-27,5.840000,5.850000,5.710000,5.750000,5.672588,28728700
2021-07-28,5.760000,5.850000,5.720000,5.810000,5.731780,25051900
2021-07-29,6.140000,6.230000,6.020000,6.050000,5.968549,71235000
2021-07-30,6.070000,6.140000,6.010000,6.080000,5.998145,33579100
2021-08-02,6.120000,6.180000,6.030000,6.130000,6.047472,35358500
2021-08-03,6.220000,6.290000,6.180000,6.290000,6.205317,31755700
2021-08-04,6.280000,6.290000,6.220000,6.230000,6.146125,21965600
2021-08-05,6.250000,6.260000,6.170000,6.190000,6.106664,15594700
2021-08-06,6.160000,6.190000,6.060000,6.100000,6.017876,19933500
2021-08-09,6.080000,6.140000,6.070000,6.100000,6.017876,15932800
2021-08-10,6.100000,6.110000,6.010000,6.020000,5.938952,18532200
2021-08-11,6.010000,6.030000,5.970000,6.020000,5.938952,19023600
2021-08-12,6.010000,6.030000,5.930000,6.020000,5.938952,21993400
2021-08-13,6.060000,6.150000,6.040000,6.120000,6.037607,13796100
2021-08-16,6.040000,6.070000,6.020000,6.070000,5.988280,11390900
2021-08-17,6.030000,6.060000,5.900000,5.940000,5.860030,22073200
2021-08-18,5.980000,6.020000,5.950000,5.950000,5.869895,14948400
2021-08-19,5.820000,5.910000,5.780000,5.890000,5.810703,24224800
2021-08-20,5.880000,5.940000,5.870000,5.900000,5.820569,12266100
2021-08-23,5.940000,6.050000,5.940000,6.020000,5.938952,17737900
2021-08-24,6.020000,6.090000,5.990000,6.050000,5.968549,17137700
2021-08-25,6.050000,6.080000,6.020000,6.030000,5.948819,11193500
2021-08-26,6.060000,6.100000,5.990000,5.990000,5.909357,15143000
2021-08-27,5.970000,6.060000,5.970000,6.030000,5.948819,14302400
2021-08-30,6.040000,6.090000,6.020000,6.040000,5.958684,12747500
2021-08-31,6.020000,6.030000,5.950000,5.960000,5.879761,16860500
2021-09-01,5.990000,6.020000,5.950000,5.950000,5.869895,11898800
2021-09-02,6.030000,6.070000,6.010000,6.060000,5.978415,13774800
2021-09-03,6.040000,6.050000,6.020000,6.040000,5.958684,9894300
2021-09-07,5.990000,6.040000,5.980000,5.980000,5.899492,15367400
2021-09-08,5.980000,6.000000,5.890000,5.890000,5.810703,15242900
2021-09-09,5.880000,5.980000,5.880000,5.910000,5.830434,17186400
2021-09-10,5.930000,5.970000,5.820000,5.830000,5.751511,23802700
2021-09-13,5.840000,5.850000,5.730000,5.760000,5.682454,25984600
2021-09-14,5.810000,5.820000,5.740000,5.760000,5.682454,16905600
2021-09-15,5.690000,5.690000,5.580000,5.610000,5.534473,25212400
2021-09-16,5.600000,5.650000,5.580000,5.620000,5.544338,20818300
2021-09-17,5.560000,5.570000,5.470000,5.500000,5.425953,21710000
2021-09-20,5.310000,5.440000,5.270000,5.350000,5.277973,37440900
2021-09-21,5.470000,5.480000,5.360000,5.390000,5.317435,26761700
2021-09-22,5.490000,5.620000,5.480000,5.560000,5.485146,27086700
2021-09-23,5.570000,5.620000,5.550000,5.580000,5.504877,16793300
2021-09-24,5.520000,5.620000,5.500000,5.580000,5.504877,12200000
2021-09-27,5.600000,5.660000,5.590000,5.630000,5.554203,12450900
2021-09-28,5.570000,5.630000,5.430000,5.430000,5.356896,26288200
2021-09-29,5.460000,5.500000,5.380000,5.430000,5.356896,17239600
2021-09-30,5.490000,5.500000,5.430000,5.450000,5.376626,14617300
2021-10-01,5.500000,5.510000,5.390000,5.460000,5.386492,35200500
2021-10-04,5.530000,5.570000,5.460000,5.470000,5.396358,20779000
2021-10-05,5.580000,5.680000,5.570000,5.660000,5.583799,17459800
2021-10-06,5.630000,5.670000,5.540000,5.650000,5.573935,24246800
2021-10-07,5.720000,5.800000,5.710000,5.770000,5.692318,16933400
2021-10-08,5.850000,5.880000,5.780000,5.800000,5.721915,16116500
2021-10-11,5.780000,5.850000,5.760000,5.800000,5.721915,12405100
2021-10-12,5.830000,5.850000,5.780000,5.800000,5.721915,17008300
2021-10-13,5.850000,5.890000,5.820000,5.840000,5.761376,10745600
2021-10-14,5.930000,5.970000,5.910000,5.950000,5.869895,13816600
2021-10-15,5.970000,5.980000,5.890000,5.900000,5.820569,12341800
2021-10-18,5.930000,5.960000,5.900000,5.910000,5.830434,18052100
2021-10-19,5.910000,5.930000,5.840000,5.850000,5.771241,18232400
2021-10-20,5.840000,5.930000,5.830000,5.920000,5.840299,18194700
2021-10-21,5.920000,5.970000,5.900000,5.950000,5.869895,15080400
2021-10-22,5.970000,5.980000,5.870000,5.880000,5.800838,18971000
2021-10-25,5.700000,5.760000,5.640000,5.660000,5.583799,29516000
2021-10-26,5.710000,5.750000,5.660000,5.700000,5.623261,21496800
2021-10-27,5.790000,5.820000,5.740000,5.760000,5.682454,15961200
2021-10-28,5.980000,5.980000,5.770000,5.820000,5.741646,35044400
2021-10-29,5.720000,5.770000,5.650000,5.680000,5.603530,21221300
2021-11-01,5.600000,5.690000,5.560000,5.690000,5.613396,22731400
2021-11-02,5.630000,5.650000,5.550000,5.560000,5.485146,17793500
2021-11-03,5.640000,5.770000,5.610000,5.770000,5.692318,19821100
2021-11-04,5.760000,5.780000,5.660000,5.710000,5.633126,17463100
2021-11-05,5.730000,5.800000,5.700000,5.770000,5.692318,17859500
2021-11-08,5.870000,5.900000,5.800000,5.860000,5.781107,19162300
2021-11-09,5.840000,5.860000,5.770000,5.790000,5.712049,20290700
2021-11-10,5.740000,5.820000,5.650000,5.700000,5.623261,19309100
2021-11-11,5.690000,5.750000,5.680000,5.710000,5.633126,13777600
2021-11-12,5.700000,5.740000,5.680000,5.680000,5.603530,11165000
2021-11-15,5.610000,5.630000,5.570000,5.590000,5.514742,15312100
2021-11-16,5.600000,5.630000,5.580000,5.590000,5.514742,15059200
2021-11-17,5.590000,5.740000,5.580000,5.680000,5.603530,16380600
2021-11-18,5.680000,5.840000,5.620000,5.830000,5.751511,30949000
2021-11-19,5.810000,5.890000,5.800000,5.810000,5.731780,21261100
2021-11-22,5.800000,5.850000,5.680000,5.680000,5.603530,17477300
2021-11-23,5.720000,5.760000,5.630000,5.720000,5.642992,25194100
2021-11-24,5.660000,5.780000,5.650000,5.760000,5.682454,13151100
2021-11-26,5.610000,5.650000,5.480000,5.550000,5.475280,21427900
2021-11-29,5.610000,5.660000,5.580000,5.620000,5.544338,12154900
2021-11-30,5.620000,5.630000,5.480000,5.600000,5.524608,34600400
2021-12-01,5.660000,5.770000,5.560000,5.560000,5.485146,25094700
2021-12-02,5.590000,5.790000,5.580000,5.740000,5.662722,37630500
2021-12-03,5.740000,5.760000,5.590000,5.660000,5.583799,27178700
2021-12-06,5.650000,5.720000,5.520000,5.690000,5.613396,22973500
2021-12-07,5.710000,5.980000,5.690000,5.900000,5.820569,34604200
2021-12-08,5.890000,5.930000,5.820000,5.860000,5.781107,18388700
2021-12-09,5.930000,6.060000,5.910000,5.990000,5.909357,31584000
2021-12-10,6.020000,6.050000,5.960000,6.020000,5.938952,18091100
2021-12-13,5.990000,6.040000,5.960000,5.980000,5.899492,21072800
2021-12-14,5.950000,5.990000,5.890000,5.960000,5.879761,19633000
2021-12-15,5.960000,6.150000,5.920000,6.130000,6.047472,26636000
2021-12-16,6.100000,6.140000,6.030000,6.060000,5.978415,32010000
2021-12-17,5.990000,6.070000,5.960000,6.010000,5.929088,25637100
2021-12-20,5.980000,5.990000,5.840000,5.910000,5.830434,18759900
2021-12-21,5.910000,5.980000,5.890000,5.970000,5.889626,15204500
2021-12-22,5.990000,6.150000,5.980000,6.140000,6.057337,20772700
2021-12-23,6.200000,6.250000,6.180000,6.190000,6.106664,13625900
2021-12-27,6.280000,6.350000,6.240000,6.340000,6.254645,15681700
2021-12-28,6.370000,6.400000,6.280000,6.300000,6.215183,12315300
2021-12-29,6.280000,6.310000,6.260000,6.290000,6.205317,9834900
2021-12-30,6.290000,6.320000,6.260000,6.260000,6.175722,12171400
2021-12-31,6.250000,6.270000,6.160000,6.220000,6.136260,10957100
2022-01-03,6.320000,6.330000,6.230000,6.290000,6.205317,22991400
2022-01-04,6.300000,6.310000,6.220000,6.250000,6.165856,21344900
2022-01-05,6.260000,6.340000,6.130000,6.140000,6.057337,27541300
2022-01-06,6.090000,6.160000,6.020000,6.120000,6.037607,27604400
2022-01-07,6.150000,6.190000,6.080000,6.100000,6.017876,25342500
2022-01-10,6.080000,6.180000,6.040000,6.170000,6.086934,21384500
2022-01-11,6.140000,6.260000,6.100000,6.240000,6.155991,27926600
2022-01-12,6.190000,6.220000,6.070000,6.090000,6.008011,28582000
2022-01-13,6.010000,6.040000,5.880000,5.890000,5.810703,29341500
2022-01-14,5.870000,5.930000,5.810000,5.930000,5.850164,27200500
2022-01-18,5.880000,5.880000,5.740000,5.750000,5.672588,25236800
2022-01-19,5.800000,5.840000,5.720000,5.740000,5.662722,23791200
2022-01-20,5.750000,5.800000,5.630000,5.630000,5.554203,25855700
2022-01-21,5.610000,5.690000,5.510000,5.510000,5.435819,64116800
2022-01-24,5.400000,5.510000,5.260000,5.490000,5.416088,44962300
2022-01-25,5.520000,5.630000,5.470000,5.570000,5.495011,37207600
